COURSE,DEPARTMENT,COURSE ID,CLASS NBR,TOTAL ENROLLMENT,GSAS,HCOL,NONDGR,VUS,XREG
PSY 2150R,PSYC,125976,16671,3,2,1,,,
PSY 2356R,PSYC,125323,18802,3,3,,,,
PSY 2554R,PSYC,123308,18325,3,2,1,,,
PSY 2640R,PSYC,116417,18810,3,3,,,,
PSY 2660R,PSYC,114362,18816,3,2,,,,1
PSY 3240,PSYC,124241,13743,3,3,,,,
PSY 3260,PSYC,119237,12625,3,3,,,,
PSY  992B,PSYC,159848,14921,2,,2,,,
PSY 1556R,PSYC,127489,18748,2,,2,,,
PSY 1604,PSYC,126086,13718,2,,1,,,1
PSY 2335R,PSYC,112226,18799,2,2,,,,
PSY 2352R,PSYC,122871,18800,2,1,1,,,
PSY 2354R,PSYC,123319,18801,2,2,,,,
PSY 2355R,PSYC,109597,16906,2,2,,,,
PSY 3010,PSYC,122605,16523,2,2,,,,
PSY 3010,PSYC,122605,16526,2,2,,,,
PSY 3020,PSYC,113960,16538,2,2,,,,
PSY 3020,PSYC,113960,16542,2,2,,,,
PSY 3020,PSYC,113960,16548,2,2,,,,
PSY 3020,PSYC,113960,16549,2,2,,,,
PSY 3020,PSYC,113960,16552,2,2,,,,
PSY 3020,PSYC,113960,16557,2,2,,,,
PSY 3020,PSYC,113960,16558,2,2,,,,
PSY 3020,PSYC,113960,16559,2,2,,,,
PSY 3270,PSYC,118052,12609,2,2,,,,
PSY  990A,PSYC,113187,20035,1,,1,,,
PSY  993A,PSYC,122316,20037,1,,1,,,
PSY 3010,PSYC,122605,16505,1,1,,,,
PSY 3010,PSYC,122605,16509,1,1,,,,
PSY 3010,PSYC,122605,16516,1,1,,,,
PSY 3010,PSYC,122605,16525,1,1,,,,
PSY 3010,PSYC,122605,16527,1,1,,,,
PSY 3010,PSYC,122605,16528,1,1,,,,
PSY 3020,PSYC,113960,14126,1,1,,,,
PSY 3020,PSYC,113960,16536,1,1,,,,
PSY 3020,PSYC,113960,16537,1,1,,,,
PSY 3020,PSYC,113960,16540,1,,,1,,
PSY 3020,PSYC,113960,16543,1,1,,,,
PSY 3020,PSYC,113960,16545,1,1,,,,
PSY 3020,PSYC,113960,16550,1,1,,,,
PSY 3020,PSYC,113960,16551,1,1,,,,
PSY 3020,PSYC,113960,16554,1,1,,,,
PSY 3070,PSYC,115420,12406,1,1,,,,
PSY 3600,PSYC,119793,16574,1,1,,,,
RSRA  298B,REECA,160540,15882,10,10,,,,
RSRA  299B,REECA,160544,15885,7,7,,,,
RELIGION 1513,RELG,109536,10402,85,,84,,,
RELIGION 1017,RELG,108501,14754,17,2,15,,,
RELIGION   97,RELG,117043,12396,15,,15,,,
RELIGION 2002,RELG,122916,13179,14,9,,,,5
RELIGION   13,RELG,110957,14438,12,,12,,,
RELIGION  126,RELG,126795,15193,12,,8,,,4
RELIGION   25,RELG,110003,10712,11,,11,,,
RELIGION 1012B,RELG,115685,14836,9,,9,,,
RELIGION 1814,RELG,161217,17029,8,5,3,,,
RELIGION   44,RELG,159713,14761,7,,7,,,
RELIGION   20,RELG,127834,17057,6,,3,1,,2
RELIGION   53,RELG,161238,17056,6,,5,1,,
RELIGION 1402,RELG,125001,13552,6,4,2,,,
RELIGION   99B,RELG,159849,14922,5,,5,,,
RELIGION   46,RELG,108179,14782,4,,1,,,3
RELIGION   54,RELG,159572,14786,4,,4,,,
RELIGION   98A,RELG,111985,10401,4,,4,,,
RELIGION   98B,RELG,112058,10792,4,,4,,,
RELIGION 2464,RELG,143024,14772,4,4,,,,
RELIGION 3425,RELG,125389,18483,4,4,,,,
RELIGION 3490,RELG,117098,18484,4,2,2,,,
RELIGION 3505B,RELG,160420,15605,4,4,,,,
RELIGION 1660,RELG,125635,14650,3,2,,1,,
RELIGION 1834,RELG,160548,17054,3,2,1,,,
RELIGION 2426,RELG,161260,18333,3,3,,,,
RELIGION 2500,RELG,110304,15543,3,3,,,,
RELIGION 1400,RELG,113956,14838,2,,2,,,
RELIGION 1480,RELG,108207,17037,2,2,,,,
RELIGION 1481,RELG,161262,18344,2,,2,,,
RELIGION 1581,RELG,161232,17039,2,2,,,,
RELIGION 2010,RELG,108504,15597,2,1,,,,1
RELIGION 2441,RELG,126474,14850,2,2,,,,
RELIGION 2474,RELG,155996,11179,2,2,,,,
RELIGION 2479,RELG,108140,14841,2,2,,,,
RELIGION 2542,RELG,119369,15282,2,1,1,,,
RELIGION 2562,RELG,110266,15468,2,2,,,,
RELIGION 3000,RELG,111117,17483,2,2,,,,
RELIGION 3000,RELG,111117,17495,2,2,,,,
RELIGION 3001,RELG,122822,17530,2,2,,,,
RELIGION 3420,RELG,143084,18482,2,2,,,,
RELIGION 1032,RELG,127699,14837,1,,1,,,
RELIGION 1472,RELG,124313,12733,1,,,,,1
RELIGION 1836,RELG,160549,15992,1,1,,,,
RELIGION 3000,RELG,111117,17490,1,1,,,,
RELIGION 3000,RELG,111117,17492,1,1,,,,
RELIGION 3000,RELG,111117,17496,1,1,,,,
RELIGION 3000,RELG,111117,17498,1,1,,,,
RELIGION 3000,RELG,111117,17500,1,1,,,,
RELIGION 3000,RELG,111117,17504,1,1,,,,
RELIGION 3000,RELG,111117,17509,1,1,,,,
RELIGION 3000,RELG,111117,17511,1,1,,,,
RELIGION 3001,RELG,122822,17518,1,1,,,,
RELIGION 3001,RELG,122822,17526,1,1,,,,
RELIGION 3001,RELG,122822,17532,1,1,,,,
RELIGION 3001,RELG,122822,17540,1,1,,,,
RELIGION 3001,RELG,122822,17542,1,1,,,,
RELIGION 3001,RELG,122822,17599,1,1,,,,
LAT-STD   70,ROML,116263,16125,33,,32,,,1
FRENCH  139B,ROML,111339,10624,32,4,28,,,
SPANSH  194,ROML,108752,16127,30,,29,,1,
SPANSH     AB,ROML,125058,14896,29,1,25,,,3
SPANSH     AB,ROML,125058,14900,29,,28,,,1
SPANSH     AB,ROML,125058,14902,27,,26,,,1
SPANSH     C,ROML,125011,14925,25,,22,,,2
FRENCH  167,ROML,109827,16123,20,3,15,,,2
SPANSH   30,ROML,114200,14983,20,1,19,,,
SPANSH   71B,ROML,126853,13722,19,,18,,,1
FRENCH   30,ROML,126942,14962,18,1,15,,,2
SPANSH     AB,ROML,125058,14901,18,,18,,,
SPANSH     C,ROML,125011,14924,17,,15,,,2
SPANSH   30,ROML,114200,14982,17,1,14,,,2
SPANSH   30,ROML,114200,14985,17,,17,,,
FRENCH     AA,ROML,126933,14942,16,2,10,,,4
ITAL  119,ROML,161242,17060,16,,16,,,
SPANSH     C,ROML,125011,14926,16,,14,,,2
SPANSH   61N,ROML,127573,16840,16,,16,,,
FRENCH   61M,ROML,116673,12220,15,,14,,,1
SPANSH   50,ROML,115920,14994,15,,14,,,1
SPANSH   50,ROML,115920,14996,15,,15,,,
FRENCH     AB,ROML,126935,14947,14,,13,,,1
FRENCH     AB,ROML,126935,14944,13,1,11,,,1
FRENCH     AB,ROML,126935,14945,13,,13,,,
ITAL     AA,ROML,113814,14970,13,1,11,,1,
ITAL     AB,ROML,125061,14971,13,,11,,,2
SPANSH     C,ROML,125011,18505,13,,12,,,1
SPANSH   50,ROML,115920,14995,13,,13,,,
FRENCH   40,ROML,126997,14964,12,,10,1,,1
SPANSH     C,ROML,125011,14927,12,,12,,,
SPANSH   59,ROML,115919,14999,12,,12,,,
FRENCH     AA,ROML,126933,14941,11,1,7,,,3
FRENCH   30,ROML,126942,14961,11,1,10,,,
FRENCH   40,ROML,126997,14963,11,,11,,,
FRENCH   70A,ROML,112005,15880,11,,11,,,
FRENCH  262,ROML,161257,18023,11,10,1,,,
SPANSH   40,ROML,125014,14986,11,,9,1,,1
FRENCH   61N,ROML,148202,14855,10,,10,,,
FRENCH  225,ROML,109832,16124,10,6,2,,,2
ITAL     AB,ROML,125061,14973,10,,10,,,
PORTUG     AD,ROML,110641,14933,10,2,6,,,2
PORTUG  230,ROML,161295,18581,10,9,,,,1
SPANSH     AA,ROML,124982,14887,10,,7,,,3
SPANSH     AB,ROML,125058,18510,10,,10,,,
SPANSH   40,ROML,125014,14988,10,,9,,,1
SPANSH   40,ROML,125014,18502,10,,10,,,
SPANSH   61N,ROML,127573,14104,10,,9,,,1
FRENCH     C,ROML,126938,19165,9,,7,,,2
FRENCH   50,ROML,126998,14965,9,1,8,,,
FRENCH   61M,ROML,116673,18479,9,,9,,,
FRENCH  127,ROML,109753,17023,9,2,3,,,4
ITAL     AB,ROML,125061,14972,9,,9,,,
SPANSH     AB,ROML,125058,14903,9,,8,,,1
FRENCH     AB,ROML,126935,14946,8,1,6,,,1
FRENCH     AB,ROML,126935,14948,8,2,6,,,
FRENCH     ACD,ROML,124332,14951,8,2,4,,,2
FRENCH   90LB,ROML,161239,17058,8,1,6,,,1
SPANSH     AA,ROML,124982,14888,8,,7,,,1
SPANSH  156,ROML,161247,17065,8,6,2,,,
ITAL     ACD,ROML,112340,14974,7,4,3,,,
PORTUG     AC,ROML,113806,18324,7,1,5,,,1
SPANSH     C,ROML,125011,18506,7,,7,,,
SPANSH   30,ROML,114200,18516,7,,7,,,
SPANSH  248,ROML,161249,17067,7,5,2,,,
FRENCH   61N,ROML,148202,18499,6,1,2,,,3
FRENCH   97,ROML,110961,11683,6,,6,,,
FRENCH  112,ROML,119220,17069,6,,6,,,
ITAL   30,ROML,128266,14936,6,1,4,,,1
PORTUG   40,ROML,124524,14978,6,,4,,,2
PORTUG   59,ROML,118080,14979,6,,6,,,
ROM-STD  110,ROML,161274,18501,6,,6,,,
SPANSH     AB,ROML,125058,18508,6,,6,,,
SPANSH     ACD,ROML,116469,14920,6,2,3,,,1
SPANSH     C,ROML,125011,18504,6,,6,,,
SPANSH   30,ROML,114200,14984,6,,6,,,
SPANSH   80GR,ROML,160780,16841,6,,6,,,
FRENCH     C,ROML,126938,18480,5,1,4,,,
FRENCH   50,ROML,126998,14966,5,,5,,,
SPANSH     C,ROML,125011,18507,5,,5,,,
SPANSH   30,ROML,114200,18513,5,,5,,,
SPANSH   30,ROML,114200,18514,5,,5,,,
SPANSH   59H,ROML,159938,16895,5,,5,,,
FRENCH   61N,ROML,148202,18500,4,,4,,,
ITAL     C,ROML,128265,14976,4,,4,,,
ITAL   40,ROML,116233,14967,4,1,3,,,
ITAL  141,ROML,108771,11228,4,2,2,,,
PORTUG     AB,ROML,127863,14980,4,,2,,,2
PORTUG     AD,ROML,110641,14932,4,1,2,,,1
PORTUG  128,ROML,161294,18580,4,2,2,,,
SPANSH     AB,ROML,125058,18512,4,,4,,,
SPANSH   40,ROML,125014,14987,4,,4,,,
SPANSH   40,ROML,125014,18518,4,,4,,,
SPANSH   80T,ROML,126860,13732,4,,4,,,
SPANSH   97,ROML,111416,10899,4,,4,,,
CATALAN   20,ROML,122352,16468,3,1,2,,,
CATALAN   91R,ROML,114454,12322,3,,3,,,
ITAL   50,ROML,127889,14969,3,,3,,,
ITAL  172,ROML,160682,16335,3,,3,,,
ITAL  201R,ROML,123829,13124,3,3,,,,
PORTUG     C,ROML,121934,14954,3,2,1,,,
PORTUG  224,ROML,161244,17061,3,2,1,,,
SPANSH   40,ROML,125014,18517,3,,3,,,
SPANSH   90P,ROML,127882,14219,3,,3,,,
SPANSH  144,ROML,161273,18496,3,1,2,,,
SPANSH  269,ROML,127884,16126,3,2,1,,,
SPANSH  330,ROML,111278,18233,3,3,,,,
FRENCH   61N,ROML,148202,14854,2,,,,,2
FRENCH  330,ROML,122556,17877,2,2,,,,
ITAL     AX,ROML,113582,14975,2,1,1,,,
ITAL  129,ROML,161265,18419,2,1,1,,,
PORTUG     AB,ROML,127863,14981,2,,2,,,
PORTUG   30,ROML,114944,14977,2,,1,,1,
SPANSH     AA,ROML,124982,18338,2,,2,,,
SPANSH   40,ROML,125014,18520,2,1,1,,,
SPANSH   90SJ,ROML,161246,17063,2,,2,,,
SPANSH  281R,ROML,161245,17062,2,2,,,,
CATALAN     BA,ROML,114279,18445,1,,,1,,
FRENCH     C,ROML,126938,14953,1,,,,,1
FRENCH   99B,ROML,159923,15099,1,,1,,,
FRENCH  330,ROML,122556,17868,1,1,,,,
ITAL   91R,ROML,111393,10839,1,,1,,,
SPANSH     AB,ROML,125058,18509,1,,1,,,
SPANSH     AB,ROML,125058,18511,1,,,,,1
SPANSH     C,ROML,125011,19188,1,,1,,,
SPANSH   30,ROML,114200,18515,1,,1,,,
SPANSH   40,ROML,125014,18519,1,,1,,,
SPANSH   50,ROML,115920,18503,1,,1,,,
SPANSH  320,ROML,143013,18225,1,1,,,,
SPANSH  330,ROML,111278,18235,1,1,,,,
SPANSH  330,ROML,111278,18236,1,1,,,,
RSEA  300,RSEA,114050,18145,1,1,,,,
HIND-URD  123,SAST,123790,16577,19,,16,,,3
HIND-URD  101B,SAST,159973,15152,16,3,12,,,1
SAS  131,SAST,160721,16571,16,2,13,,,1
SANSKRIT  101B,SAST,119882,15060,12,2,4,,,6
HIND-URD  102B,SAST,159974,15153,10,1,4,,,5
TAM  101B,SAST,127492,14033,9,3,3,,,3
SANSKRIT  201BR,SAST,121484,12663,7,7,,,,
HIND-URD  105R,SAST,115587,16487,6,4,2,,,
SAS  100R,SAST,107378,10123,6,1,5,,,
SAS  100R,SAST,107378,15065,5,1,2,,,2
TIBET  102B,SAST,116076,15094,5,3,,,,2
TIBET  204,SAST,160976,19973,5,2,,,,3
SANSKRIT  102BR,SAST,114395,15062,4,,,1,,3
SAS  100R,SAST,107378,16796,4,,2,,,2
TAM  102B,SAST,127494,15066,4,2,2,,,
TIBET  203,SAST,125167,16798,4,3,,,,1
TAM  103BR,SAST,127496,15067,3,,2,,,1
TIBET  101B,SAST,115483,15092,3,1,,,,2
NEP  101B,SAST,112216,15049,2,,1,,,1
SANSKRIT  250R,SAST,109233,11813,2,2,,,,
SAS  178,SAST,161264,18380,2,1,,,,1
THI  101B,SAST,107893,15084,2,,1,,,1
THI  102B,SAST,113391,15085,2,1,,1,,
TIBET  104BR,SAST,120259,15095,2,1,,,,1
TIBET  106BR,SAST,116078,15097,2,2,,,,
TIBET  302,SAST,120037,13214,2,2,,,,
HIND-URD   91R,SAST,107375,16484,1,,1,,,
NEP  104B,SAST,126707,15052,1,1,,,,
SANSKRIT  301,SAST,111291,10437,1,1,,,,
SANSKRIT  310,SAST,113870,14012,1,1,,,,
SAS   91R,SAST,107379,16842,1,,1,,,
SAS   98R,SAST,107380,10125,1,,1,,,
SAS   99RB,SAST,159862,14997,1,,1,,,
SAS  225,SAST,127829,16799,1,1,,,,
SAS  302,SAST,110709,10359,1,1,,,,
THI  103BR,SAST,121498,15086,1,,1,,,
TIBET  105BR,SAST,110519,15096,1,1,,,,
TIBET  300,SAST,119022,12607,1,1,,,,
SYSTBIO  350,SBIO,121507,18286,9,9,,,,
SYSTBIO  300HFB,SBIO,160680,16334,8,8,,,,
SYSTBIO  399,SBIO,121452,12620,8,8,,,,
SYSTBIO  350,SBIO,121507,18290,5,5,,,,
SYSTBIO  350,SBIO,121507,12742,4,4,,,,
SYSTBIO  350,SBIO,121507,18259,4,4,,,,
SYSTBIO  350,SBIO,121507,18300,4,4,,,,
SYSTBIO  350,SBIO,121507,18302,4,4,,,,
SYSTBIO  350,SBIO,121507,18264,3,3,,,,
SYSTBIO  350,SBIO,121507,18284,3,3,,,,
SYSTBIO  350,SBIO,121507,18285,3,3,,,,
SYSTBIO  350,SBIO,121507,18287,3,3,,,,
SYSTBIO  350,SBIO,121507,18306,3,2,,1,,
SYSTBIO  350,SBIO,121507,18266,2,2,,,,
SYSTBIO  350,SBIO,121507,18278,2,2,,,,
SYSTBIO  350,SBIO,121507,18279,2,2,,,,
SYSTBIO  350,SBIO,121507,18280,2,2,,,,
SYSTBIO  350,SBIO,121507,18295,2,2,,,,
SYSTBIO  350,SBIO,121507,18255,1,1,,,,
SYSTBIO  350,SBIO,121507,18263,1,1,,,,
SYSTBIO  350,SBIO,121507,18265,1,1,,,,
SYSTBIO  350,SBIO,121507,18269,1,1,,,,
SYSTBIO  350,SBIO,121507,18272,1,1,,,,
SYSTBIO  350,SBIO,121507,18275,1,1,,,,
SYSTBIO  350,SBIO,121507,18288,1,1,,,,
SYSTBIO  350,SBIO,121507,18289,1,1,,,,
SYSTBIO  350,SBIO,121507,18291,1,1,,,,
SYSTBIO  350,SBIO,121507,18293,1,1,,,,
SYSTBIO  350,SBIO,121507,18294,1,1,,,,
SYSTBIO  350,SBIO,121507,18296,1,1,,,,
SYSTBIO  350,SBIO,121507,18305,1,1,,,,
SCRB  187,SCRB,109360,10188,100,,99,,,
SCRB   99B,SCRB,159852,14931,35,,35,,,
SCRB  167,SCRB,125200,13727,32,,32,,,
SCRB   91R,SCRB,125804,13646,31,,31,,,
SCRB   20,SCRB,156398,16004,24,,24,,,
SCRB  110,SCRB,127065,17044,19,1,18,,,
SCRB  145,SCRB,161207,17014,16,,16,,,
SCRB  178,SCRB,111316,10565,16,,16,,,
SCRB  165,SCRB,125191,14712,15,,15,,,
SCRB  140,SCRB,126744,14243,7,,7,,,
SCRB  302,SCRB,148232,12857,3,3,,,,
SCRB  399,SCRB,126489,14073,2,2,,,,
RUSS  115,SLAV,130702,10714,10,9,1,,,
SLAVIC  157,SLAV,108353,10909,10,5,5,,,
SLAVIC  161,SLAV,160501,15736,9,1,8,,,
RUSS     AB,SLAV,159620,15433,8,,8,,,
RUSS     BB,SLAV,159653,14442,8,1,5,,,2
RUSS     BB,SLAV,159653,15790,8,1,4,2,,1
RUSS  114,SLAV,122814,12997,8,3,5,,,
RUSS     AAB,SLAV,113925,14796,7,2,5,,,
RUSS     AB,SLAV,159620,14403,7,,7,,,
RUSS     AB,SLAV,159620,18347,7,,7,,,
RUSS     BAB,SLAV,110903,14797,7,2,5,,,
RUSS  103,SLAV,124105,14852,7,,7,,,
RUSS  112,SLAV,112854,11036,6,4,2,,,
SLAVIC  162,SLAV,160502,15738,6,3,3,,,
SLAVIC  180,SLAV,118240,14440,6,6,,,,
SLAVIC  142,SLAV,159558,14400,5,2,2,,,1
SLAVIC  147,SLAV,125616,14401,5,4,1,,,
BCS     CR,SLAV,110075,10762,4,,4,,,
PLSH     AB,SLAV,159996,15190,4,,4,,,
PLSH     BB,SLAV,160408,15568,4,2,1,,,1
SLAVIC  300,SLAV,113947,18490,4,4,,,,
PLSH     CR,SLAV,109342,10168,3,2,1,,,
RUSS     ATB,SLAV,159636,15436,3,1,2,,,
SLAVIC   97,SLAV,121681,12957,3,,3,,,
BCS     BR,SLAV,110074,10761,2,1,1,,,
CZCH     AB,SLAV,159660,14734,2,2,,,,
SLAVIC   98B,SLAV,159853,14935,2,,2,,,
SLAVIC   99A,SLAV,123163,13669,2,,2,,,
SLAVIC  166,SLAV,133069,14402,2,2,,,,
SLAVIC  300,SLAV,113947,18492,2,2,,,,
UKRA     AB,SLAV,159857,14956,2,2,,,,
UKRA     CR,SLAV,110599,15105,2,2,,,,
CZCH     BB,SLAV,159716,14798,1,,1,,,
CZCH     CR,SLAV,123797,13104,1,1,,,,
RUSS  120R,SLAV,120380,12725,1,1,,,,
SLAVIC   99B,SLAV,116478,12671,1,,1,,,
SLAVIC  300,SLAV,113947,18493,1,1,,,,
SLAVIC  301,SLAV,112938,11836,1,1,,,,
UKRA     BR,SLAV,110008,15106,1,1,,,,
SOCIOL   27,SOCL,109656,16342,159,,156,,2,
SOCIOL  137,SOCL,124455,16346,50,1,49,,,
SOCIOL  121,SOCL,159927,15221,48,,47,,,1
SOCIOL   97,SOCL,115130,16407,34,,34,,,
SOCIOL   24,SOCL,117584,15226,29,,29,,,
SOCIOL  156,SOCL,145331,16344,28,,26,,,2
SOCIOL  140,SOCL,161284,18548,20,,19,,,1
SOCIOL  175,SOCL,126223,18309,20,2,17,,,1
SOCIOL  181,SOCL,109680,15560,18,3,14,,,1
SOCIOL  161,SOCL,156351,15112,17,,14,,1,2
SOCIOL  189,SOCL,109681,15561,16,,15,,1,
SOCIOL  218,SOCL,159676,14639,16,15,,,,1
SOCIOL  211,SOCL,131333,16803,15,13,1,,1,
SOCIOL  236,SOCL,121062,15224,15,12,,,,3
SOCIOL  296B,SOCL,112354,11702,15,15,,,,
SOCIOL  135,SOCL,156083,15313,14,,12,,1,1
SOCIOL  143,SOCL,108673,17006,14,1,8,,,5
SOCIOL  118,SOCL,159925,15211,13,,12,,1,
SOCIOL  168,SOCL,156053,11212,13,1,12,,,
SOCIOL  209,SOCL,110551,11859,13,13,,,,
SOCIOL  205,SOCL,125089,13627,12,12,,,,
SOCIOL   98M,SOCL,126248,13859,9,,9,,,
SOCIOL   98SD,SOCL,160222,16351,9,,9,,,
SOCIOL   99B,SOCL,159854,14937,9,,9,,,
SOCIOL   98BE,SOCL,159929,15114,8,,8,,,
SOCIOL  111,SOCL,159928,15111,8,,7,,,1
SOCIOL  224,SOCL,123130,13619,8,6,1,,,1
SOCIOL  304,SOCL,120084,13269,8,6,,,,2
SOCIOL   98MC,SOCL,159924,15108,7,,6,,,1
SOCIOL  112,SOCL,141657,15344,7,,4,,1,2
SOCIOL  314,SOCL,126400,13991,6,5,,,,1
SOCIOL   92R,SOCL,160534,15785,5,,5,,,
SOCIOL  315,SOCL,126529,14097,5,3,,,,2
SOCIOL  318,SOCL,109750,10550,4,4,,,,
SOCIOL   91R,SOCL,113928,14072,3,,3,,,
SOCIOL  253,SOCL,159900,15064,3,,,,,3
SOCIOL  301,SOCL,113583,18174,3,3,,,,
SOCIOL  319,SOCL,156057,11216,3,3,,,,
SOCIOL  308,SOCL,121013,18568,2,1,,,,1
SOCIOL  301,SOCL,113583,18189,1,1,,,,
SOCIOL  302,SOCL,114925,18202,1,1,,,,
SOCIOL  302,SOCL,114925,18205,1,1,,,,
SOCIOL  309,SOCL,122332,13539,1,1,,,,
SOCIOL  317,SOCL,128274,14362,1,1,,,,
SOC-STD   99B,SOST,159863,14998,72,,72,,,
SOC-STD   10B,SOST,123964,13287,70,,70,,,
SOC-STD   40,SOST,125101,13633,33,,32,,1,
SOC-STD   98CL,SOST,121345,13540,10,,10,,,
SOC-STD   98PA,SOST,159820,14992,9,,9,,,
SOC-STD   68CT,SOST,159824,14904,8,,8,,,
SOC-STD   98NC,SOST,128053,14306,8,,8,,,
SOC-STD   98PB,SOST,159821,14991,8,,8,,,
SOC-STD   98PD,SOST,160158,15233,8,,8,,,
SOC-STD   98PV,SOST,156263,11337,8,,8,,,
SOC-STD   98PL,SOST,160338,15379,7,,7,,,
SOC-STD   98PC,SOST,159903,15068,6,,6,,,
SOC-STD   98OC,SOST,109964,14893,5,,5,,,
SOC-STD   98PF,SOST,160159,15234,5,,5,,,
SOC-STD   98PK,SOST,160337,15378,5,,5,,,
SOC-STD   98AB,SOST,156243,14892,4,,3,,1,
SOC-STD   91,SOST,119116,12720,2,,2,,,
SPC-CONC   96R,SPCN,123332,12754,2,,2,,,
SPC-CONC   91R,SPCN,111972,10351,1,,1,,,
SPC-CONC   98R,SPCN,111705,11806,1,,1,,,
SPOL  303QC,SPOL,126520,14092,2,2,,,,
STAT  104,STAT,114027,15754,324,1,322,,1,
STAT  102,STAT,110094,10776,198,3,194,,,1
STAT  111,STAT,111036,11914,193,33,157,2,,1
STAT  139,STAT,110751,10529,106,11,93,1,,
STAT  149,STAT,118974,12532,97,31,63,2,1,
STAT  171,STAT,113721,12487,65,13,42,,2,8
STAT  186,STAT,110022,10726,62,29,30,1,1,1
STAT  123,STAT,126048,18730,49,6,39,,3,1
STAT  211,STAT,111130,12027,33,19,13,,,1
STAT  212,STAT,156452,11458,27,19,5,,,3
STAT  115,STAT,122304,13517,18,9,7,,,2
STAT  300HFRB,STAT,160669,16321,16,16,,,,
STAT   98,STAT,127768,14176,15,,15,,,
STAT   91R,STAT,119002,12571,13,,13,,,
STAT   99B,STAT,159964,15139,12,,12,,,
STAT  215,STAT,126060,13685,11,8,2,1,,
STAT  303HFB,STAT,160674,16329,9,9,,,,
STAT  317,STAT,111463,18494,9,8,1,,,
STAT  366HFRB,STAT,160678,16332,9,9,,,,
STAT  314HFRB,STAT,160677,16331,8,8,,,,
STAT  321,STAT,117134,18530,5,5,,,,
STAT  392HFB,STAT,160679,16333,5,5,,,,
STAT  310HFRB,STAT,160676,16330,4,4,,,,
STAT  301,STAT,113943,18247,2,2,,,,
STAT  301,STAT,113943,18238,1,1,,,,
STAT  301,STAT,113943,18245,1,1,,,,
STAT  301,STAT,113943,18246,1,1,,,,
STAT  301,STAT,113943,18248,1,1,,,,
STAT  301,STAT,113943,18253,1,1,,,,
UKRAN  200B,UKRA,159859,14958,6,6,,,,
DESIGN  300,URBP,117756,17756,1,1,,,,
VES   70,VES,115688,12003,80,,77,1,1,1
VES  190,VES,156509,16025,26,,25,,,1
VES  194H,VES,160216,15306,25,2,23,,,
VES   97,VES,113968,14134,24,,24,,,
VES  172M,VES,160217,15308,22,,21,1,,
VES  173,VES,110045,14640,22,2,18,,,2
VES  160,VES,148176,12630,21,,20,,1,
VES  181,VES,114647,14600,19,2,13,1,,3
VES   11BR,VES,160236,15333,17,,15,,,1
VES  105,VES,160218,15305,16,1,8,,,7
VES   20,VES,110055,10747,15,1,14,,,
VES   23,VES,108842,15583,14,,14,,,
VES  123R,VES,119644,12850,14,1,9,,,4
VES   99B,VES,159861,14960,13,,13,,,
VES   53AR,VES,110676,10323,12,,12,,,
VES  153BR,VES,122248,13499,12,,6,,,6
VES  137,VES,159778,15706,11,1,10,,,
VES   40A,VES,111189,10206,10,,10,,,
VES   40A,VES,111189,16030,10,,10,,,
VES   41A,VES,122184,13454,10,,10,,,
VES   50B,VES,159860,14959,10,,10,,,
VES   96R,VES,119636,12845,10,,10,,,
VES  130G,VES,160212,15310,10,,4,,,6
VES  150B,VES,113516,16179,10,,9,1,,
VES   52R,VES,108859,15335,9,2,7,,,
VES   83,VES,108844,11328,9,,6,,,3
VES  147R,VES,118579,12235,9,,9,,,
VES  167,VES,142149,12241,9,,9,,,
VES  270,VES,122079,14648,8,7,1,,,
VES  320,VES,124316,12795,7,6,,,,1
VES  355R,VES,156526,11511,7,6,,,,1
VES  152R,VES,117216,12478,6,,5,1,,
VES  158AR,VES,123220,13765,6,1,4,,,1
VES  196D,VES,160233,15315,5,1,4,,,
VES   97S,VES,161300,18987,4,,4,,,
VES  351HFB,VES,160681,16495,4,4,,,,
VES   61G,VES,160214,15309,3,,3,,,
VES  283,VES,108653,11132,3,3,,,,
VES  301,VES,122841,13029,3,3,,,,
VES  310,VES,124317,12799,2,2,,,,
VES   91R,VES,117193,12468,1,,1,,,
WOMGEN 1127,WMGS,108619,11127,37,2,34,,1,
WOMGEN 1272,WMGS,156222,11303,20,,20,,,
WOMGEN   97,WMGS,120677,13012,18,,18,,,
WOMGEN 1470,WMGS,160407,15567,16,,14,1,,1
WOMGEN 1210FT,WMGS,142819,14722,14,4,9,,,1
WOMGEN 1450,WMGS,161231,17038,13,,12,,1,
WOMGEN 1257,WMGS,159885,15033,11,,11,,,
WOMGEN 2000,WMGS,122276,13506,10,10,,,,
WOMGEN   98S,WMGS,122980,13345,9,,9,,,
WOMGEN 2040,WMGS,159960,15131,5,,1,,,4
